product_id,product_name,category,brand,unit,price,supplier_id
85,Пицца зам. 400г Эко 0.5л,Заморозка,Эко,кг,934.81,20
86,Апельсины Импорт,Овощи-фрукты,Импорт,шт,476.7,14
87,Свёкла Своё 1л,Овощи-фрукты,Своё,л,713.53,29
88,Чай чёрный 100г Локальный 1л,Напитки,Локальный,уп,1196.79,48
89,Фарш домашний Брэнд2 500г,Мясо,Брэнд2,л,167.28,49
90,Лосось охл. Премиум 200г,Рыба,Премиум,кг,246.61,3
91,Лосось охл. Фермер 1л,Рыба,Фермер,шт,699.46,41
92,Хлеб чёрный Локальный 0.5л,Хлеб,Локальный,уп,756.73,16
93,Говядина лопатка Брэнд1,Мясо,Брэнд1,шт,1174.28,15
94,Колбаса варёная Импорт 1кг,Мясо,Импорт,шт,849.39,8
95,Сахар 1кг Брэнд3,Бакалея,Брэнд3,уп,1011.34,36
96,Лаваш Эконом,Хлеб,Эконом,уп,930.6,47
97,Паста зубная 100мл Импорт 1кг,Бытовая химия,Импорт,уп,1348.9,48
98,Мыло 90г Фермер 1кг,Бытовая химия,Фермер,л,1135.11,41
99,Треска филе Импорт 1кг,Рыба,Импорт,кг,433.66,5
100,Пиво 0.5л Премиум 200г,Напитки,Премиум,л,523.7,35
101,Йогурт 150г Брэнд3 200г,Молочные,Брэнд3,кг,593.06,10
102,Пиво 0.5л Локальный 100г,Напитки,Локальный,уп,629.17,35
103,Сахар 1кг Эко 100г,Бакалея,Эко,кг,1254.35,25
104,Паста зубная 100мл Своё 0.5л,Бытовая химия,Своё,шт,1289.4,49
105,Хлеб чёрный Эко 1кг,Хлеб,Эко,шт,1415.83,20
106,Сухарики 40г Эко,Снеки,Эко,уп,821.18,48
107,Масло растительное 1л Своё 200г,Бакалея,Своё,уп,352.55,28
108,Рис 1кг Брэнд1 1кг,Бакалея,Брэнд1,л,1013.24,26
109,Вино красное 0.75л Брэнд3,Напитки,Брэнд3,уп,1381.73,40
110,Масло растительное 1л Брэнд1 1кг,Бакалея,Брэнд1,шт,153.4,28
111,Свинина шея Фермер 200г,Мясо,Фермер,шт,412.43,21
112,Сельдь с/с Фермер 500г,Рыба,Фермер,л,1149.01,25
113,Треска филе Эко 500г,Рыба,Эко,шт,721.35,48
114,Масло растительное 1л Брэнд1 500г,Бакалея,Брэнд1,кг,985.71,50
115,Вареники 700г Брэнд1,Заморозка,Брэнд1,шт,1425.93,13
116,Порошок стиральный 3кг Брэнд1 1л,Бытовая химия,Брэнд1,кг,380.66,31
117,Кола 1.5л Брэнд2 1л,Напитки,Брэнд2,кг,713.6,17
118,Шоколад 90г Эконом 200г,Снеки,Эконом,шт,1173.35,11
119,Вареники 700г Премиум 100г,Заморозка,Премиум,шт,1395.46,37
120,Чай чёрный 100г Эко 1кг,Напитки,Эко,кг,141.71,45
121,Порошок стиральный 3кг Локальный 100г,Бытовая химия,Локальный,л,1279.93,39
122,Конфеты 250г Брэнд2,Снеки,Брэнд2,шт,540.39,28
123,Кола 1.5л Эконом 100г,Напитки,Эконом,л,48.6,27
124,Орехи 100г Фермер 100г,Снеки,Фермер,уп,1442.36,41
125,Паста зубная 100мл Фермер 0.5л,Бытовая химия,Фермер,кг,670.17,47
126,Макароны 450г Премиум 1л,Бакалея,Премиум,уп,713.36,47
127,Батон нарезной Премиум 500г,Хлеб,Премиум,кг,1251.17,6
128,Треска филе Фермер 200г,Рыба,Фермер,уп,867.68,43
129,Бананы Эконом 100г,Овощи-фрукты,Эконом,уп,1280.9,12
130,Рис 1кг Локальный 500г,Бакалея,Локальный,л,530.3,39
131,Кофе молотый 250г Премиум 1л,Напитки,Премиум,шт,789.44,13
132,Йогурт 150г Локальный 0.5л,Молочные,Локальный,уп,748.21,49
133,Лосось охл. Фермер 0.5л,Рыба,Фермер,уп,688.82,2
134,Йогурт 150г Премиум 200г,Молочные,Премиум,уп,1046.93,20
135,Кола 1.5л Своё 500г,Напитки,Своё,уп,843.61,23
136,Свёкла Импорт 500г,Овощи-фрукты,Импорт,л,1063.2,18
137,Морковь Премиум 200г,Овощи-фрукты,Премиум,шт,1090.29,21
138,Курица тушка Импорт,Мясо,Импорт,кг,311.57,48
139,Соль 1кг Премиум 0.5л,Бакалея,Премиум,л,1471.35,13
140,Картофель Локальный 500г,Овощи-фрукты,Локальный,кг,474.33,46
141,Масло растительное 1л Брэнд3 500г,Бакалея,Брэнд3,шт,1462.21,36
142,Картофель Брэнд3 0.5л,Овощи-фрукты,Брэнд3,уп,180.8,1
143,Хлеб чёрный Премиум 1кг,Хлеб,Премиум,уп,677.49,12
144,Вареники 700г Брэнд1 500г,Заморозка,Брэнд1,уп,197.71,5
145,Апельсины Фермер 100г,Овощи-фрукты,Фермер,шт,253.04,37
146,Пицца зам. 400г Премиум 100г,Заморозка,Премиум,кг,204.12,49
147,Капуста Своё 1л,Овощи-фрукты,Своё,кг,1170.27,25
148,Мука пшеничная 2кг Фермер 500г,Бакалея,Фермер,уп,478.91,40
149,Сметана 300г Своё 0.5л,Молочные,Своё,шт,1422.96,14
150,Вода 1.5л Локальный 500г,Напитки,Локальный,шт,260.87,12
151,Хлеб белый Брэнд2 200г,Хлеб,Брэнд2,шт,630.52,45
152,Лаваш Фермер 500г,Хлеб,Фермер,шт,370.27,46
153,Картофель Фермер 100г,Овощи-фрукты,Фермер,кг,1388.15,41
154,Батон нарезной Локальный 1кг,Хлеб,Локальный,шт,830.51,42
155,Говядина лопатка Премиум,Мясо,Премиум,кг,134.97,11
156,Печенье 200г Премиум 1л,Снеки,Премиум,л,675.56,30
157,Кофе молотый 250г Премиум 0.5л,Напитки,Премиум,уп,1415.73,33
158,Масло растительное 1л Фермер 1кг,Бакалея,Фермер,шт,909.11,28
159,Чипсы 80г Эконом 1л,Снеки,Эконом,л,68.02,15
160,Вареники 700г Своё 1л,Заморозка,Своё,шт,1499.37,44
161,Орехи 100г Премиум 1л,Снеки,Премиум,шт,1151.77,12
162,Соль 1кг Импорт 0.5л,Бакалея,Импорт,уп,1376.63,12
163,Батон нарезной Эко 0.5л,Хлеб,Эко,уп,1454.51,31
164,Огурцы Эко 500г,Овощи-фрукты,Эко,л,1015.1,11
165,Помидоры Эко 0.5л,Овощи-фрукты,Эко,уп,453.68,26
166,Орехи 100г Импорт 100г,Снеки,Импорт,уп,159.45,17
167,Лук репчатый Брэнд2,Овощи-фрукты,Брэнд2,уп,1301.42,1
168,Кола 1.5л Импорт 1кг,Напитки,Импорт,уп,109.68,34
169,Яблоки Своё,Овощи-фрукты,Своё,уп,949.35,49
170,Сметана 300г Локальный 500г,Молочные,Локальный,кг,1393.68,29
171,Шампунь 400мл Фермер 100г,Бытовая химия,Фермер,шт,1460.53,39
172,Конфеты 250г Локальный 0.5л,Снеки,Локальный,кг,486.8,1
173,Хлеб белый Эко 100г,Хлеб,Эко,кг,1488.62,8
174,Сахар 1кг Брэнд2 0.5л,Бакалея,Брэнд2,кг,762.61,46
175,Картофель Импорт 0.5л,Овощи-фрукты,Импорт,л,640.77,31
176,Соль 1кг Локальный 1кг,Бакалея,Локальный,кг,593.87,39
177,Гречка 900г Брэнд3,Бакалея,Брэнд3,шт,436.08,27
178,Помидоры Импорт 500г,Овощи-фрукты,Импорт,шт,445.77,20
179,Порошок стиральный 3кг Своё 1л,Бытовая химия,Своё,уп,1301.93,29
180,Масло растительное 1л Фермер 500г,Бакалея,Фермер,л,841.32,35
181,Бананы Фермер 500г,Овощи-фрукты,Фермер,кг,1471.74,16
182,Хлеб чёрный Эко 200г,Хлеб,Эко,уп,94.16,48
183,Соль 1кг Эко 1кг,Бакалея,Эко,кг,758.13,3
184,Свинина шея Импорт 1л,Мясо,Импорт,л,1308.46,29
185,Масло сливочное 180г Импорт 1кг,Молочные,Импорт,шт,1091.99,27
186,Мыло 90г Брэнд3 100г,Бытовая химия,Брэнд3,уп,1178.84,17
187,Помидоры Своё 0.5л,Овощи-фрукты,Своё,уп,985.26,22
188,Средство для посуды 500мл Импорт 1кг,Бытовая химия,Импорт,л,951.39,49
189,Рис 1кг Импорт 100г,Бакалея,Импорт,шт,375.11,44
190,Пельмени 800г Премиум 200г,Заморозка,Премиум,шт,667.94,7
191,Сухарики 40г Брэнд2 1кг,Снеки,Брэнд2,кг,1050.18,2
192,Творог 200г Эконом,Молочные,Эконом,шт,461.25,24
193,Свёкла Брэнд3 200г,Овощи-фрукты,Брэнд3,уп,861.91,12
194,Фарш домашний Брэнд3 100г,Мясо,Брэнд3,уп,940.97,16
195,Рис 1кг Своё 200г,Бакалея,Своё,кг,707.89,17
196,Сахар 1кг Премиум 0.5л,Бакалея,Премиум,шт,1351.4,30
197,Паста зубная 100мл Премиум 0.5л,Бытовая химия,Премиум,кг,138.58,23
198,Батон нарезной Премиум 0.5л,Хлеб,Премиум,уп,1044.76,30
199,Средство для посуды 500мл Премиум 200г,Бытовая химия,Премиум,уп,1284.4,7
200,Лосось охл. Эко 1л,Рыба,Эко,л,874.97,45
201,Картофель Брэнд1,Овощи-фрукты,Брэнд1,уп,433.49,37
202,Мыло 90г Брэнд1 1л,Бытовая химия,Брэнд1,уп,1254.27,19
203,Шоколад 90г Локальный 1л,Снеки,Локальный,л,351.94,13
204,Булочка сдобная Премиум 0.5л,Хлеб,Премиум,кг,953.52,41
205,Сок яблочный 1л Брэнд1 500г,Напитки,Брэнд1,уп,79.05,24
206,Вино красное 0.75л Брэнд3 100г,Напитки,Брэнд3,л,510.28,27
207,Колбаса варёная Локальный 200г,Мясо,Локальный,л,810.35,18
208,Порошок стиральный 3кг Брэнд3 500г,Бытовая химия,Брэнд3,уп,1452.05,19
209,Чипсы 80г Эконом,Снеки,Эконом,шт,718.45,5
210,Говядина лопатка Локальный,Мясо,Локальный,уп,1451.89,36
211,Яблоки Брэнд2,Овощи-фрукты,Брэнд2,уп,50.46,35
212,Курица тушка Фермер 500г,Мясо,Фермер,л,889.3,41
213,Пицца зам. 400г Эконом 100г,Заморозка,Эконом,кг,723.07,40
214,Шампунь 400мл Импорт 500г,Бытовая химия,Импорт,кг,982.05,41
215,Орехи 100г Фермер 0.5л,Снеки,Фермер,л,984.38,8
216,Свинина шея Брэнд1 100г,Мясо,Брэнд1,л,1494.01,8
217,Масло сливочное 180г Локальный 1л,Молочные,Локальный,кг,601.31,24
218,Кола 1.5л Импорт 1кг,Напитки,Импорт,кг,1331.56,42
219,Масло сливочное 180г Фермер 1л,Молочные,Фермер,уп,1410.41,18
220,Творог 200г Эконом 200г,Молочные,Эконом,уп,683.7,16
221,Средство для посуды 500мл Эконом 100г,Бытовая химия,Эконом,л,830.36,42
222,Огурцы Брэнд1 1кг,Овощи-фрукты,Брэнд1,л,309.02,8
223,Пицца зам. 400г Фермер 100г,Заморозка,Фермер,кг,973.31,39
224,Кефир 1л Брэнд1,Молочные,Брэнд1,л,388.05,9
225,Печенье 200г Своё 200г,Снеки,Своё,шт,1249.83,36
226,Сельдь с/с Своё 200г,Рыба,Своё,кг,512.98,10
227,Печенье 200г Своё 100г,Снеки,Своё,л,1291.86,10
228,Свинина шея Импорт 500г,Мясо,Импорт,кг,191.59,2
229,Свинина шея Брэнд1 500г,Мясо,Брэнд1,кг,895.61,2
230,Колбаса варёная Премиум 100г,Мясо,Премиум,кг,1120.33,34
231,Курица тушка Брэнд2 1кг,Мясо,Брэнд2,уп,1173.69,33
232,Батон нарезной Брэнд2 1кг,Хлеб,Брэнд2,кг,1419.76,3
233,Вино красное 0.75л Импорт 500г,Напитки,Импорт,уп,975.71,2
234,Сметана 300г Фермер,Молочные,Фермер,уп,656.62,7
235,Рис 1кг Фермер 100г,Бакалея,Фермер,шт,503.5,10
236,Сыр Российский 1кг Брэнд3 500г,Молочные,Брэнд3,л,589.93,39
237,Макароны 450г Премиум 1кг,Бакалея,Премиум,уп,175.79,45
238,Курица тушка Импорт 0.5л,Мясо,Импорт,кг,662.2,15
239,Капуста Эконом,Овощи-фрукты,Эконом,уп,616.13,47
240,Масло сливочное 180г Эконом 1кг,Молочные,Эконом,л,1007.71,24
241,Вареники 700г Брэнд3 0.5л,Заморозка,Брэнд3,уп,128.69,6
242,Йогурт 150г Эко 100г,Молочные,Эко,л,1223.3,36
243,Сметана 300г Своё 1л,Молочные,Своё,л,1014.92,27
244,Огурцы Эко,Овощи-фрукты,Эко,шт,1453.55,39
245,Морковь Эконом 100г,Овощи-фрукты,Эконом,кг,257.45,31
246,Минтай с/м Брэнд2 500г,Рыба,Брэнд2,л,198.88,18
247,Хлеб чёрный Локальный,Хлеб,Локальный,уп,1272.38,50
248,Орехи 100г Своё 1л,Снеки,Своё,шт,925.22,43
249,Порошок стиральный 3кг Премиум 100г,Бытовая химия,Премиум,кг,431.71,49
250,Морковь Эконом 500г,Овощи-фрукты,Эконом,шт,296.67,10
251,Хлеб чёрный Эко 100г,Хлеб,Эко,кг,1119.22,2
252,Йогурт 150г Импорт 200г,Молочные,Импорт,уп,647.15,22
253,Фарш домашний Эконом 500г,Мясо,Эконом,л,1171.95,37
254,Лаваш Брэнд2 100г,Хлеб,Брэнд2,кг,261.39,40
255,Сметана 300г Брэнд2 500г,Молочные,Брэнд2,уп,1003.05,32
256,Лаваш Фермер 1кг,Хлеб,Фермер,л,346.89,33
257,Курица тушка Эконом 1кг,Мясо,Эконом,шт,446.37,44
258,Батон нарезной Фермер 1л,Хлеб,Фермер,л,96.76,26
259,Лаваш Брэнд1 100г,Хлеб,Брэнд1,кг,473.09,14
260,Шоколад 90г Брэнд3,Снеки,Брэнд3,л,455.49,8
261,Молоко 1л Фермер 0.5л,Молочные,Фермер,уп,288.27,25
262,Масло растительное 1л Локальный 1л,Бакалея,Локальный,л,135.95,48
263,Творог 200г Эко 100г,Молочные,Эко,уп,1384.11,21
264,Хлеб чёрный Эко 1л,Хлеб,Эко,уп,1072.96,27
265,Картофель Брэнд2 1кг,Овощи-фрукты,Брэнд2,шт,1450.31,11
266,Конфеты 250г Своё 1кг,Снеки,Своё,л,159.55,7
267,Лосось охл. Эко 1л,Рыба,Эко,уп,800.22,26
268,Мыло 90г Премиум 0.5л,Бытовая химия,Премиум,л,355.71,50
269,Фарш домашний Брэнд2 1л,Мясо,Брэнд2,шт,809.99,13
270,Паста зубная 100мл Эконом 500г,Бытовая химия,Эконом,кг,377.32,10
271,Скумбрия х/к Локальный 200г,Рыба,Локальный,кг,1147.52,42
272,Сыр Российский 1кг Брэнд3,Молочные,Брэнд3,уп,712.01,37
273,Сухарики 40г Своё 1кг,Снеки,Своё,л,1300.44,41
274,Лук репчатый Брэнд3 1кг,Овощи-фрукты,Брэнд3,шт,719.31,41
275,Морковь Премиум 1л,Овощи-фрукты,Премиум,шт,547.36,5
276,Морковь Фермер 1кг,Овощи-фрукты,Фермер,шт,113.63,19
277,Сыр Российский 1кг Брэнд2 1л,Молочные,Брэнд2,уп,710.19,36
278,Вареники 700г Брэнд1 1кг,Заморозка,Брэнд1,кг,502.64,31
279,Гречка 900г Брэнд3 100г,Бакалея,Брэнд3,уп,182.15,22
280,Пиво 0.5л Брэнд2 1л,Напитки,Брэнд2,кг,87.54,46
281,Мука пшеничная 2кг Фермер 1л,Бакалея,Фермер,кг,564.93,19
282,Бананы Эко,Овощи-фрукты,Эко,л,1027.98,4
283,Печенье 200г Эконом 100г,Снеки,Эконом,л,168.92,44
284,Бананы Премиум 500г,Овощи-фрукты,Премиум,кг,520.04,38
285,Кола 1.5л Брэнд3 500г,Напитки,Брэнд3,л,1452.51,45
286,Кола 1.5л Эко 200г,Напитки,Эко,шт,485.09,25
287,Сок яблочный 1л Эконом,Напитки,Эконом,кг,1015.07,48
288,Чай чёрный 100г Импорт 100г,Напитки,Импорт,уп,777.48,2
289,Яблоки Премиум 200г,Овощи-фрукты,Премиум,кг,532.35,50
290,Рис 1кг Локальный 200г,Бакалея,Локальный,кг,257.77,19
291,Средство для посуды 500мл Брэнд2 1л,Бытовая химия,Брэнд2,шт,1003.04,50
292,Булочка сдобная Брэнд3 1л,Хлеб,Брэнд3,уп,256.75,12
293,Порошок стиральный 3кг Своё,Бытовая химия,Своё,кг,1090.14,3
294,Капуста Эконом 0.5л,Овощи-фрукты,Эконом,кг,1455.3,40
295,Картофель Фермер 200г,Овощи-фрукты,Фермер,кг,484.92,31
296,Паста зубная 100мл Локальный 500г,Бытовая химия,Локальный,уп,708.67,19
297,Шоколад 90г Эко 1л,Снеки,Эко,уп,1450.41,13
298,Конфеты 250г Своё 200г,Снеки,Своё,л,106.7,31
299,Мыло 90г Эконом 1л,Бытовая химия,Эконом,шт,1075.76,34
300,Средство для посуды 500мл Брэнд2 500г,Бытовая химия,Брэнд2,шт,1151.78,18
301,Мука пшеничная 2кг Импорт 200г,Бакалея,Импорт,уп,164.82,15
302,Орехи 100г Фермер 500г,Снеки,Фермер,шт,639.9,26
303,Гречка 900г Эконом 200г,Бакалея,Эконом,уп,1491.95,24
304,Минтай с/м Брэнд1 500г,Рыба,Брэнд1,шт,1263.59,42
305,Помидоры Брэнд3 200г,Овощи-фрукты,Брэнд3,шт,451.71,31
306,Кофе молотый 250г Брэнд3,Напитки,Брэнд3,уп,689.44,1
307,Паста зубная 100мл Брэнд2 100г,Бытовая химия,Брэнд2,л,347.01,10
308,Хлеб белый Своё 1л,Хлеб,Своё,уп,193.44,19
309,Лосось охл. Премиум 100г,Рыба,Премиум,шт,380.51,41
310,Печенье 200г Своё 1кг,Снеки,Своё,шт,192.96,32
311,Лаваш Импорт 100г,Хлеб,Импорт,кг,1086.26,19
312,Свёкла Брэнд1 1л,Овощи-фрукты,Брэнд1,л,383.63,27
313,Колбаса варёная Брэнд2 1л,Мясо,Брэнд2,л,129.49,34
314,Масло растительное 1л Импорт,Бакалея,Импорт,шт,603.97,31
315,Творог 200г Эко 500г,Молочные,Эко,л,1128.56,23
316,Печенье 200г Брэнд2 500г,Снеки,Брэнд2,кг,1107.42,41
317,Масло сливочное 180г Своё 0.5л,Молочные,Своё,л,226.11,23
318,Масло растительное 1л Эконом,Бакалея,Эконом,кг,1250.66,44
319,Сахар 1кг Фермер 0.5л,Бакалея,Фермер,кг,1222.9,5
320,Пиво 0.5л Фермер 100г,Напитки,Фермер,л,326.34,13
321,Шампунь 400мл Брэнд1 500г,Бытовая химия,Брэнд1,л,787.61,35
322,Соль 1кг Премиум 100г,Бакалея,Премиум,кг,450.58,50
323,Сметана 300г Эконом 500г,Молочные,Эконом,шт,1205.03,28
324,Шампунь 400мл Эко 0.5л,Бытовая химия,Эко,уп,1345.12,25
325,Помидоры Брэнд3 1кг,Овощи-фрукты,Брэнд3,уп,570.0,34
326,Треска филе Брэнд2 0.5л,Рыба,Брэнд2,уп,146.02,39
327,Орехи 100г Брэнд3 1л,Снеки,Брэнд3,л,502.18,6
328,Лук репчатый Премиум 500г,Овощи-фрукты,Премиум,уп,915.85,28
329,Фарш домашний Фермер 500г,Мясо,Фермер,уп,92.26,23
330,Булочка сдобная Эко 500г,Хлеб,Эко,шт,140.31,41
331,Апельсины Эконом 1л,Овощи-фрукты,Эконом,кг,1430.6,10
332,Средство для посуды 500мл Своё 0.5л,Бытовая химия,Своё,уп,81.15,5
333,Лосось охл. Эконом 500г,Рыба,Эконом,уп,1425.72,3
334,Лаваш Брэнд3 0.5л,Хлеб,Брэнд3,уп,1424.77,24
335,Мука пшеничная 2кг Брэнд2 1л,Бакалея,Брэнд2,кг,808.31,26
336,Лук репчатый Премиум 200г,Овощи-фрукты,Премиум,шт,68.09,12
337,Рис 1кг Импорт 1кг,Бакалея,Импорт,шт,414.81,17
338,Пиво 0.5л Фермер 200г,Напитки,Фермер,л,1050.15,32
339,Сосиски молочные Брэнд2 200г,Мясо,Брэнд2,шт,694.5,46
340,Мука пшеничная 2кг Брэнд2,Бакалея,Брэнд2,л,1011.72,46
341,Сыр Российский 1кг Импорт 1л,Молочные,Импорт,л,1340.26,11
342,Пиво 0.5л Брэнд3,Напитки,Брэнд3,л,777.87,8
343,Сосиски молочные Брэнд3 200г,Мясо,Брэнд3,уп,68.64,36
344,Хлеб чёрный Эконом 1кг,Хлеб,Эконом,кг,929.56,6
345,Сыр Российский 1кг Премиум 1кг,Молочные,Премиум,уп,802.77,50
346,Капуста Своё 100г,Овощи-фрукты,Своё,кг,1459.4,42
347,Сыр Российский 1кг Фермер 1кг,Молочные,Фермер,л,218.65,50
348,Хлеб белый Своё 200г,Хлеб,Своё,кг,665.95,4
349,Порошок стиральный 3кг Брэнд2 1л,Бытовая химия,Брэнд2,кг,477.06,11
350,Лук репчатый Локальный 500г,Овощи-фрукты,Локальный,л,1273.52,17
351,Сосиски молочные Импорт 500г,Мясо,Импорт,кг,948.78,40
352,Масло растительное 1л Брэнд2 1л,Бакалея,Брэнд2,кг,899.96,38
353,Говядина лопатка Брэнд3 0.5л,Мясо,Брэнд3,л,1268.52,37
354,Творог 200г Брэнд1 100г,Молочные,Брэнд1,шт,1424.36,50
355,Хлеб чёрный Премиум 0.5л,Хлеб,Премиум,кг,1157.43,27
356,Булочка сдобная Брэнд1 1кг,Хлеб,Брэнд1,л,973.6,20
357,Соль 1кг Локальный,Бакалея,Локальный,уп,467.23,5
358,Кофе молотый 250г Брэнд1 200г,Напитки,Брэнд1,уп,640.96,30
