sale_id,sale_datetime,customer_id,product_id,quantity,unit_price,total_amount,payment_type,store_id
52,2024-02-03 14:07:00,4012,2539,4,1151.39,4605.56,наличные,9
53,2024-05-01 13:10:00,23963,16497,4,583.56,2334.24,онлайн,8
54,2024-11-25 10:01:00,14108,19036,1,990.08,990.08,карта,6
55,2024-06-19 12:27:00,1190,22217,3,1301.77,3905.31,карта,4
56,2024-03-12 19:32:00,22808,11989,4,1250.98,5003.92,карта,5
57,2024-07-31 17:43:00,4247,6903,5,1415.0,7075.0,карта,1
58,2024-06-01 21:47:00,2736,8783,1,694.99,694.99,карта,2
59,2024-02-16 20:36:00,12371,13343,1,88.54,88.54,наличные,9
60,2024-09-24 18:07:00,9824,16403,2,1433.02,2866.04,карта,3
61,2024-12-02 13:09:00,12326,24717,3,1456.66,4369.98,карта,6
62,2024-07-07 08:54:00,9256,22765,1,301.31,301.31,карта,5
63,2024-02-26 10:44:00,9319,11204,3,333.35,1000.05,карта,6
64,2024-02-08 19:45:00,16420,6035,2,1018.7,2037.4,карта,3
65,2024-10-13 21:08:00,9585,24155,2,31.02,62.04,карта,6
66,2024-11-23 19:45:00,3833,23927,3,439.75,1319.25,карта,4
67,2024-10-18 18:41:00,10571,14599,5,191.92,959.6,онлайн,5
68,2024-11-28 16:11:00,10444,3680,5,563.64,2818.2,наличные,4
69,2024-04-13 19:06:00,1106,16280,5,118.76,593.8,наличные,6
70,2024-05-03 12:30:00,23105,15631,3,994.42,2983.26,онлайн,8
71,2024-11-19 19:15:00,22699,13669,2,680.78,1361.56,карта,4
72,2024-06-24 10:08:00,11901,7394,2,612.85,1225.7,наличные,7
73,2024-03-03 21:00:00,4783,12403,1,580.5,580.5,онлайн,9
74,2024-11-26 10:10:00,2981,13775,2,739.24,1478.48,карта,5
75,2024-02-06 09:53:00,17877,11144,3,358.11,1074.33,наличные,3
76,2024-09-25 13:03:00,23137,79,1,596.24,596.24,онлайн,9
77,2024-11-07 17:55:00,10468,10029,5,125.82,629.1,онлайн,5
78,2024-08-10 15:25:00,17378,22844,2,799.03,1598.06,карта,1
79,2024-08-31 17:06:00,22079,12144,4,745.22,2980.88,онлайн,1
80,2024-11-15 14:54:00,10509,1792,5,353.95,1769.75,онлайн,5
81,2024-10-30 10:14:00,12913,21614,4,1216.22,4864.88,карта,6
82,2024-01-05 18:30:00,11032,15975,3,1114.03,3342.09,онлайн,7
83,2024-06-11 11:34:00,22906,6104,1,497.24,497.24,карта,2
84,2024-08-11 15:33:00,4658,19028,2,265.42,530.84,карта,9
85,2024-07-12 14:08:00,1256,7505,4,113.09,452.36,онлайн,4
86,2024-05-18 11:43:00,15333,5607,5,896.01,4480.05,онлайн,1
87,2024-11-03 16:29:00,17234,15496,1,49.14,49.14,наличные,6
88,2024-07-30 18:55:00,13803,19275,2,857.65,1715.3,онлайн,5
89,2024-01-20 10:13:00,21657,18462,1,1087.43,1087.43,онлайн,2
90,2024-06-27 14:09:00,9339,2600,2,1366.2,2732.4,наличные,5
91,2024-06-04 19:04:00,22113,14158,2,612.78,1225.56,онлайн,4
92,2024-07-11 08:10:00,14912,12495,1,162.32,162.32,онлайн,8
93,2024-08-31 18:55:00,7360,23121,5,816.95,4084.75,наличные,1
94,2024-05-11 09:41:00,18130,2950,1,569.01,569.01,онлайн,7
95,2024-11-24 13:01:00,6472,6676,2,751.83,1503.66,наличные,8
96,2024-01-03 16:49:00,13941,1518,4,1068.42,4273.68,онлайн,4
97,2024-05-11 14:48:00,12448,10660,2,746.65,1493.3,онлайн,6
98,2024-08-14 14:40:00,2999,17580,3,823.55,2470.65,карта,6
99,2024-06-12 13:18:00,9131,20470,5,734.66,3673.3,онлайн,2
100,2024-09-10 14:26:00,10528,792,4,233.12,932.48,наличные,2
101,2024-09-02 15:12:00,21,6187,5,1344.25,6721.25,онлайн,8
102,2024-10-01 13:38:00,5402,16886,1,345.77,345.77,онлайн,9
103,2024-04-08 08:35:00,8492,19262,1,383.87,383.87,наличные,10
104,2024-02-09 15:04:00,15506,21135,1,600.44,600.44,онлайн,10
105,2024-04-01 12:12:00,5512,18583,5,933.94,4669.7,онлайн,5
106,2024-09-15 18:45:00,5409,12273,3,1187.5,3562.5,наличные,3
107,2024-12-08 12:26:00,6097,24589,3,786.62,2359.86,карта,1
108,2024-03-04 16:57:00,14936,6054,1,1363.29,1363.29,онлайн,8
109,2024-04-18 17:09:00,6086,24484,5,1478.25,7391.25,наличные,6
110,2024-09-29 15:15:00,9131,24777,4,90.54,362.16,наличные,9
111,2024-02-12 16:15:00,5432,9975,4,748.13,2992.52,наличные,8
112,2024-11-27 21:49:00,9960,3858,1,1226.1,1226.1,онлайн,8
113,2024-07-31 11:46:00,7783,14967,5,759.57,3797.85,карта,4
114,2024-06-23 10:37:00,21288,14927,2,1372.67,2745.34,карта,10
115,2024-11-28 14:10:00,17646,15482,1,1040.3,1040.3,онлайн,2
116,2024-02-29 16:52:00,20168,9167,1,535.08,535.08,наличные,1
117,2024-07-22 15:53:00,19366,7650,2,650.28,1300.56,наличные,5
118,2024-12-24 19:41:00,16018,11097,1,429.01,429.01,онлайн,2
119,2024-07-01 16:51:00,24606,4958,2,727.99,1455.98,онлайн,1
120,2024-07-02 20:18:00,22062,11750,4,1278.15,5112.6,карта,1
121,2024-11-17 17:48:00,22481,5261,1,414.98,414.98,наличные,10
122,2024-04-29 19:51:00,7355,653,2,915.51,1831.02,наличные,2
123,2024-04-23 10:13:00,15473,14598,2,944.43,1888.86,наличные,10
124,2024-11-02 14:52:00,21368,4217,1,1433.48,1433.48,наличные,7
125,2024-12-13 16:15:00,22656,5246,2,654.92,1309.84,онлайн,4
126,2024-10-23 13:18:00,16618,5642,3,183.36,550.08,карта,5
127,2024-01-23 08:59:00,16777,10864,4,928.47,3713.88,наличные,5
128,2024-10-28 11:53:00,8495,5557,3,1415.42,4246.26,карта,5
129,2024-05-24 18:53:00,15827,21449,1,1434.49,1434.49,наличные,8
130,2024-05-04 09:55:00,11069,19910,3,278.2,834.6,наличные,3
131,2024-11-17 16:34:00,12952,13161,3,629.1,1887.3,наличные,1
132,2024-12-31 16:05:00,19296,10491,3,1438.85,4316.55,онлайн,1
133,2024-05-30 10:22:00,22652,189,4,375.11,1500.44,карта,5
134,2024-10-24 13:52:00,7856,852,2,1160.72,2321.44,наличные,2
135,2024-09-26 21:05:00,16705,8509,1,536.07,536.07,онлайн,7
136,2024-01-02 17:26:00,18349,9558,2,1056.99,2113.98,наличные,10
137,2024-10-20 16:47:00,23550,4234,2,1122.57,2245.14,карта,8
138,2024-01-24 18:45:00,10792,11865,4,836.04,3344.16,карта,10
139,2024-09-19 20:10:00,262,6569,4,1227.94,4911.76,наличные,6
140,2024-02-13 12:13:00,6316,6797,4,850.89,3403.56,наличные,6
141,2024-04-16 15:29:00,15230,12602,5,60.28,301.4,карта,10
142,2024-08-19 19:59:00,22931,1251,4,890.09,3560.36,онлайн,8
143,2024-07-08 17:26:00,614,3615,3,727.64,2182.92,наличные,8
144,2024-07-15 17:48:00,7421,20713,1,989.11,989.11,онлайн,7
145,2024-12-04 18:31:00,15778,18795,2,33.61,67.22,наличные,7
146,2024-05-29 19:38:00,6784,2812,3,1085.83,3257.49,онлайн,5
147,2024-11-01 13:18:00,510,14893,1,269.03,269.03,наличные,8
148,2024-05-28 09:02:00,11124,12176,1,855.44,855.44,наличные,2
149,2024-06-02 14:23:00,5969,1840,2,899.92,1799.84,онлайн,10
150,2024-01-28 19:08:00,13032,4149,2,513.03,1026.06,онлайн,3
151,2024-03-26 14:32:00,12507,3741,5,94.42,472.1,карта,3
152,2024-08-15 09:14:00,15454,5223,5,896.32,4481.6,онлайн,5
153,2024-04-21 08:17:00,4575,13955,5,1318.18,6590.9,наличные,6
154,2024-10-06 18:43:00,12085,14552,1,1371.6,1371.6,онлайн,7
155,2024-01-13 17:37:00,10483,22962,2,425.2,850.4,карта,9
156,2024-02-23 13:37:00,5060,5231,1,236.29,236.29,карта,1
157,2024-01-24 19:17:00,5144,19496,3,732.2,2196.6,наличные,10
158,2024-10-01 17:12:00,8168,19507,3,33.72,101.16,онлайн,2
159,2024-11-15 17:15:00,16379,13298,5,612.11,3060.55,карта,6
160,2024-10-05 20:11:00,16512,25,2,696.97,1393.94,наличные,4
161,2024-01-02 18:54:00,4555,20086,5,1492.01,7460.05,онлайн,9
162,2024-09-16 16:20:00,12768,9193,4,86.37,345.48,онлайн,6
163,2024-08-31 15:21:00,15206,19037,2,1086.88,2173.76,карта,9
164,2024-07-25 16:38:00,24972,20669,2,251.22,502.44,онлайн,10
165,2024-04-12 15:16:00,22498,3246,3,214.88,644.64,наличные,6
166,2024-02-06 17:40:00,20861,20462,1,362.62,362.62,карта,9
167,2024-07-10 16:30:00,12763,660,2,269.11,538.22,карта,7
168,2024-10-04 12:36:00,23501,2713,4,313.94,1255.76,карта,9
169,2024-04-07 16:45:00,18700,16744,5,247.29,1236.45,наличные,8
170,2024-12-23 21:47:00,20814,672,2,575.4,1150.8,онлайн,9
171,2024-05-18 16:57:00,1045,4790,3,548.76,1646.28,наличные,1
172,2024-12-01 09:58:00,1734,23786,5,794.27,3971.35,наличные,5
173,2024-06-26 08:56:00,12506,3254,5,571.34,2856.7,наличные,7
174,2024-02-09 17:14:00,22949,22010,2,548.25,1096.5,карта,7
175,2024-06-03 15:12:00,21018,24445,5,1460.38,7301.9,онлайн,3
176,2024-08-10 12:29:00,6317,10850,4,781.93,3127.72,наличные,2
177,2024-05-31 08:03:00,11201,5596,4,1353.85,5415.4,карта,7
178,2024-11-18 17:17:00,14906,12178,1,830.4,830.4,карта,5
179,2024-02-21 09:10:00,13248,19484,2,463.38,926.76,наличные,1
180,2024-06-24 11:21:00,13499,22741,3,788.62,2365.86,онлайн,4
181,2024-03-11 11:18:00,8985,11855,1,1265.44,1265.44,карта,10
182,2024-10-06 14:56:00,21155,17284,1,1450.34,1450.34,карта,8
183,2024-10-01 16:59:00,22984,12186,3,423.78,1271.34,карта,1
184,2024-03-12 18:20:00,16690,6804,1,428.22,428.22,наличные,5
185,2024-02-28 12:49:00,16352,4151,5,240.89,1204.45,карта,2
186,2024-02-25 17:05:00,11783,15350,4,132.51,530.04,наличные,5
187,2024-03-03 12:04:00,3809,15443,2,729.69,1459.38,онлайн,10
188,2024-08-22 14:31:00,10030,9575,4,760.26,3041.04,онлайн,10
189,2024-05-20 20:24:00,17077,3351,5,663.8,3319.0,наличные,9
190,2024-12-11 09:25:00,15155,24190,5,421.41,2107.05,наличные,4
191,2024-05-04 13:40:00,24111,11393,3,1202.22,3606.66,онлайн,7
192,2024-09-22 19:55:00,20885,10877,1,592.33,592.33,наличные,5
193,2024-02-04 16:29:00,10162,2319,4,414.56,1658.24,онлайн,1
194,2024-08-24 18:37:00,9310,1503,3,370.9,1112.7,наличные,8
195,2024-08-13 15:27:00,16162,18901,1,147.25,147.25,наличные,4
196,2024-07-21 20:31:00,10739,14522,1,974.43,974.43,наличные,5
197,2024-02-27 12:05:00,999,18713,3,174.01,522.03,наличные,8
198,2024-10-17 16:13:00,23605,7242,1,1033.67,1033.67,карта,2
199,2024-06-02 18:11:00,20595,11933,2,486.13,972.26,карта,6
200,2024-08-13 19:56:00,1638,5893,5,1225.13,6125.65,карта,3
201,2024-06-27 18:06:00,19281,1365,4,369.31,1477.24,карта,4
202,2024-10-08 17:56:00,24229,17805,1,1163.66,1163.66,наличные,2
203,2024-12-25 12:49:00,20449,23808,5,909.24,4546.2,наличные,4
204,2024-08-26 11:25:00,9925,21385,2,99.08,198.16,наличные,3
205,2024-11-16 16:56:00,21629,15504,1,248.79,248.79,карта,2
206,2024-07-15 18:16:00,5706,8123,3,398.93,1196.79,наличные,2
207,2024-02-22 11:12:00,13692,20532,1,771.28,771.28,карта,7
208,2024-04-19 21:09:00,19146,4260,4,427.52,1710.08,карта,4
209,2024-04-20 08:45:00,3396,10190,3,242.49,727.47,карта,8
210,2024-07-03 12:32:00,18346,4461,1,176.82,176.82,карта,7
211,2024-05-20 11:30:00,16496,12338,5,41.4,207.0,наличные,8
212,2024-01-26 17:25:00,1974,16296,1,109.76,109.76,онлайн,7
213,2024-07-11 11:22:00,8609,19646,2,1447.45,2894.9,онлайн,8
214,2024-10-17 17:25:00,18242,16132,2,691.26,1382.52,карта,10
215,2024-12-24 08:53:00,611,18147,3,627.88,1883.64,карта,1
216,2024-08-24 10:24:00,5222,14182,4,1117.71,4470.84,онлайн,6
217,2024-07-26 17:03:00,10115,23802,3,594.1,1782.3,наличные,2
218,2024-11-13 14:56:00,15644,10488,4,979.21,3916.84,карта,4
219,2024-10-23 12:25:00,4074,17976,4,401.44,1605.76,карта,5
220,2024-07-19 16:49:00,23555,18970,2,471.48,942.96,онлайн,1
221,2024-05-18 10:08:00,19132,24110,3,381.78,1145.34,онлайн,2
222,2024-03-28 09:41:00,12270,22551,1,1183.27,1183.27,онлайн,9
223,2024-04-24 10:14:00,15312,17801,1,1089.63,1089.63,карта,9
224,2024-03-18 10:26:00,14802,23958,4,1198.88,4795.52,онлайн,1
225,2024-05-09 09:22:00,3100,14282,2,172.56,345.12,онлайн,7
226,2024-09-29 16:35:00,10987,10471,1,701.2,701.2,наличные,10
227,2024-06-20 21:18:00,22172,399,1,731.85,731.85,онлайн,1
228,2024-04-04 18:58:00,15111,3507,1,231.18,231.18,карта,6
229,2024-10-29 14:31:00,19784,22016,5,521.4,2607.0,наличные,2
230,2024-02-16 13:16:00,908,8144,3,769.77,2309.31,карта,8
231,2024-03-02 09:50:00,23170,9275,5,822.85,4114.25,наличные,9
232,2024-09-02 17:05:00,16779,13768,3,44.41,133.23,наличные,7
233,2024-02-11 12:26:00,12227,16333,3,685.03,2055.09,онлайн,5
234,2024-12-23 21:26:00,20145,9600,5,1028.44,5142.2,карта,6
235,2024-02-29 09:08:00,23055,16255,2,78.54,157.08,карта,10
236,2024-12-07 09:01:00,22452,16841,3,1344.0,4032.0,карта,7
237,2024-03-03 18:06:00,18484,4232,2,1136.37,2272.74,онлайн,10
238,2024-12-17 12:30:00,7367,11047,4,1428.91,5715.64,карта,4
239,2024-03-17 16:01:00,10649,16812,3,1017.88,3053.64,наличные,2
240,2024-06-20 15:06:00,40,2050,5,304.24,1521.2,карта,5
241,2024-11-11 12:46:00,9913,20769,2,188.87,377.74,карта,8
242,2024-10-29 11:54:00,21697,15117,5,360.01,1800.05,карта,6
243,2024-09-28 08:56:00,2673,12017,1,1159.54,1159.54,наличные,2
244,2024-02-18 17:21:00,17309,13234,5,1496.38,7481.9,карта,1
245,2024-09-07 17:01:00,21203,2137,1,420.0,420.0,карта,9
246,2024-06-10 21:47:00,14732,6992,3,139.02,417.06,онлайн,5
247,2024-11-11 17:44:00,19743,10288,3,462.54,1387.62,наличные,4
248,2024-07-05 13:34:00,8292,14897,2,1488.73,2977.46,онлайн,2
249,2024-08-01 16:45:00,19839,14645,3,1140.99,3422.97,наличные,7
250,2024-05-23 14:07:00,20551,8537,4,1189.03,4756.12,карта,2
251,2024-08-26 16:25:00,19923,14690,2,31.12,62.24,наличные,8
252,2024-11-11 15:22:00,16088,14430,3,1190.61,3571.83,карта,10
253,2024-08-25 18:48:00,16892,23381,1,198.21,198.21,карта,8
254,2024-06-16 21:59:00,10313,6940,2,1452.77,2905.54,карта,9
255,2024-06-08 09:48:00,2500,5092,2,230.97,461.94,наличные,3
256,2024-01-19 10:07:00,8229,16295,4,1317.17,5268.68,онлайн,10
257,2024-11-24 11:08:00,16420,18360,5,619.02,3095.1,онлайн,1
258,2024-01-17 15:40:00,4022,24996,4,1356.39,5425.56,наличные,2
259,2024-07-21 13:17:00,21056,11047,4,1428.91,5715.64,онлайн,9
260,2024-01-05 17:16:00,23978,20421,4,1242.31,4969.24,наличные,4
261,2024-04-18 09:20:00,22646,17467,4,1436.25,5745.0,наличные,1
262,2024-01-09 19:25:00,3699,3695,4,1409.0,5636.0,карта,8
263,2024-04-27 12:22:00,937,2918,5,150.16,750.8,онлайн,6
264,2024-06-28 15:39:00,11776,14433,3,475.93,1427.79,наличные,3
265,2024-04-15 14:25:00,14042,18631,2,544.74,1089.48,карта,6
266,2024-05-01 17:06:00,19227,3347,4,224.56,898.24,наличные,10
267,2024-02-16 18:12:00,3575,24334,4,167.72,670.88,онлайн,5
268,2024-10-10 12:20:00,24188,15473,4,222.15,888.6,наличные,3
269,2024-02-19 17:51:00,24656,10682,1,1434.1,1434.1,карта,7
270,2024-10-11 17:25:00,7000,13402,5,255.76,1278.8,карта,2
271,2024-04-03 17:17:00,17305,14501,2,1052.63,2105.26,онлайн,6
272,2024-07-07 21:34:00,16454,19746,1,543.38,543.38,карта,7
273,2024-05-26 10:38:00,8707,5612,2,1227.6,2455.2,онлайн,7
274,2024-08-31 16:44:00,2065,19920,1,471.66,471.66,онлайн,3
275,2024-10-21 13:45:00,18508,14206,3,1098.56,3295.68,наличные,4
276,2024-08-15 09:49:00,12234,24500,1,1483.66,1483.66,наличные,9
277,2024-06-21 20:53:00,6332,17130,4,421.2,1684.8,карта,6
278,2024-04-04 13:25:00,8464,17265,4,720.14,2880.56,карта,8
279,2024-01-01 12:14:00,18781,1665,4,404.16,1616.64,онлайн,9
280,2024-09-23 10:16:00,17919,5548,2,162.55,325.1,карта,2
281,2024-07-01 13:12:00,13460,5219,4,441.31,1765.24,онлайн,9
282,2024-01-09 16:19:00,11719,21202,5,659.55,3297.75,карта,10
283,2024-07-07 13:32:00,14229,11207,1,1055.1,1055.1,наличные,9
284,2024-01-28 13:24:00,3051,13675,1,967.73,967.73,онлайн,10
285,2024-05-26 10:51:00,2621,17994,5,268.69,1343.45,наличные,4
286,2024-03-10 21:27:00,900,18516,4,1139.41,4557.64,онлайн,8
287,2024-04-20 17:18:00,23718,23003,4,1310.76,5243.04,наличные,9
288,2024-01-18 15:11:00,4221,2105,3,1276.28,3828.84,онлайн,5
289,2024-10-25 16:43:00,24891,2627,5,1170.59,5852.95,карта,2
290,2024-06-11 11:44:00,5074,22956,4,925.34,3701.36,онлайн,9
291,2024-06-17 15:49:00,5400,21544,2,127.68,255.36,наличные,5
292,2024-09-04 20:25:00,8481,9538,5,1426.01,7130.05,карта,1
293,2024-10-11 09:10:00,13771,2250,5,411.52,2057.6,наличные,10
294,2024-10-24 14:52:00,20305,15492,4,1206.36,4825.44,онлайн,5
295,2024-02-11 14:54:00,6228,4437,1,64.39,64.39,наличные,7
296,2024-08-05 13:25:00,750,21003,1,663.34,663.34,наличные,3
297,2024-03-11 21:08:00,5023,7381,4,384.75,1539.0,карта,3
298,2024-09-02 18:03:00,15875,12196,4,1488.73,5954.92,наличные,7
299,2024-06-28 17:28:00,22112,11972,1,604.4,604.4,карта,10
300,2024-10-02 21:25:00,24907,18234,3,678.76,2036.28,наличные,4
301,2024-09-18 08:15:00,5088,24682,1,563.87,563.87,карта,7
302,2024-01-25 14:24:00,8768,1152,5,317.63,1588.15,карта,8
303,2024-02-19 15:44:00,10778,11177,3,1483.08,4449.24,наличные,6
304,2024-09-21 11:51:00,17727,7571,1,646.38,646.38,наличные,8
305,2024-09-28 09:27:00,14432,11561,3,870.42,2611.26,карта,7
306,2024-03-16 18:16:00,10709,7769,2,1299.46,2598.92,онлайн,5
307,2024-04-18 08:58:00,17159,15953,5,42.9,214.5,карта,6
308,2024-02-17 20:16:00,8534,14707,3,588.37,1765.11,карта,7
309,2024-03-02 16:54:00,11608,7750,2,421.44,842.88,онлайн,9
310,2024-04-08 16:04:00,9042,861,2,1379.32,2758.64,онлайн,8
311,2024-08-20 19:28:00,22777,16366,5,778.25,3891.25,онлайн,10
312,2024-07-22 21:32:00,6079,8476,5,857.47,4287.35,наличные,4
313,2024-07-28 21:39:00,7896,12881,4,957.12,3828.48,наличные,2
314,2024-09-30 15:14:00,19345,3446,3,702.04,2106.12,наличные,7
315,2024-12-01 10:45:00,1194,17846,4,257.0,1028.0,карта,10
316,2024-01-30 20:44:00,3683,3841,5,420.57,2102.85,карта,3
317,2024-07-13 14:24:00,24631,7724,4,183.81,735.24,онлайн,7
318,2024-11-13 10:21:00,23662,11576,5,649.23,3246.15,карта,3
319,2024-09-01 12:33:00,4330,5148,2,1339.26,2678.52,карта,9
320,2024-01-08 16:50:00,18798,6538,1,1129.25,1129.25,карта,7
321,2024-06-25 14:54:00,11166,11411,3,523.14,1569.42,онлайн,2
322,2024-08-02 10:06:00,9066,14221,2,518.95,1037.9,карта,10
323,2024-07-29 14:33:00,9997,24814,3,1242.53,3727.59,наличные,8
324,2024-08-22 13:12:00,23063,20824,2,837.01,1674.02,карта,9
325,2024-11-05 08:40:00,8014,4739,2,918.84,1837.68,карта,6
326,2024-10-16 10:31:00,21800,23247,2,491.89,983.78,наличные,1
327,2024-10-19 20:38:00,9885,12329,5,290.94,1454.7,наличные,4
328,2024-09-13 16:35:00,11423,7439,1,616.31,616.31,наличные,2
329,2024-03-14 15:24:00,14714,22593,5,1296.71,6483.55,карта,7
330,2024-11-24 08:48:00,22459,23670,4,1498.58,5994.32,наличные,4
331,2024-11-14 19:43:00,18395,7038,1,1061.71,1061.71,онлайн,5
332,2024-06-23 20:55:00,24058,1341,1,78.21,78.21,онлайн,9
333,2024-02-18 18:39:00,12252,9640,3,183.84,551.52,карта,2
334,2024-04-22 11:50:00,11934,12857,5,213.66,1068.3,онлайн,7
335,2024-09-25 12:58:00,1449,24721,4,54.75,219.0,онлайн,7
336,2024-10-24 17:06:00,7343,3995,2,291.96,583.92,наличные,10
337,2024-01-31 19:38:00,15525,3748,4,97.04,388.16,карта,2
338,2024-06-16 13:15:00,15879,19677,3,423.85,1271.55,наличные,9
339,2024-01-14 16:49:00,8959,21931,1,1252.43,1252.43,наличные,8
340,2024-10-28 17:42:00,14806,2401,4,1157.08,4628.32,онлайн,2
341,2024-02-04 16:25:00,2091,16572,3,402.49,1207.47,наличные,2
342,2024-08-19 12:52:00,9169,18836,1,1321.94,1321.94,карта,7
343,2024-10-04 16:33:00,5260,20562,4,1119.51,4478.04,онлайн,9
344,2024-04-16 11:49:00,13296,13151,4,515.05,2060.2,наличные,4
345,2024-09-22 08:22:00,12906,2224,4,142.28,569.12,онлайн,2
346,2024-11-09 17:33:00,24717,17538,3,1067.06,3201.18,онлайн,10
347,2024-07-07 18:00:00,7068,253,4,1171.95,4687.8,наличные,4
348,2024-03-19 21:52:00,13293,21138,4,479.53,1918.12,наличные,10
349,2024-06-29 15:00:00,5743,3243,4,842.24,3368.96,онлайн,1
350,2024-09-27 11:50:00,5146,4144,3,270.68,812.04,онлайн,5
351,2024-02-25 10:39:00,22421,21355,1,629.03,629.03,карта,7
352,2024-12-30 17:47:00,1332,15560,3,603.51,1810.53,наличные,10
353,2024-02-17 11:09:00,21309,23781,5,460.21,2301.05,онлайн,6
354,2024-07-20 18:26:00,12337,18555,3,1335.8,4007.4,онлайн,7
355,2024-05-11 13:00:00,24032,2047,2,167.1,334.2,онлайн,10
356,2024-12-01 14:25:00,22466,23569,4,1100.92,4403.68,карта,3
357,2024-05-27 16:16:00,4417,18622,1,1120.71,1120.71,онлайн,6
358,2024-09-17 11:02:00,13533,11644,4,1268.61,5074.44,карта,10
359,2024-05-13 20:52:00,9216,22424,3,577.66,1732.98,карта,5
360,2024-12-03 10:10:00,3264,14038,2,861.12,1722.24,онлайн,8
361,2024-10-22 16:32:00,5990,10922,4,1245.16,4980.64,карта,4
362,2024-02-22 11:32:00,316,15979,3,139.96,419.88,онлайн,10
363,2024-07-20 15:50:00,9456,22654,5,922.81,4614.05,онлайн,1
364,2024-03-30 10:27:00,3116,14406,3,1015.16,3045.48,наличные,10
365,2024-09-18 14:51:00,5589,20579,3,360.95,1082.85,наличные,10
366,2024-11-14 18:19:00,10278,23946,1,1279.44,1279.44,онлайн,3
367,2024-07-16 14:06:00,3903,24077,4,901.97,3607.88,карта,10
